frequency_Hz,tf
2788000.0,(0.9909420584932777-0.11315066296421555j)
2789000.0,(0.9909356008454815-0.113190739324633j)
2790000.0,(0.9909291409405122-0.11323081514273389j)
2791000.0,(0.9909226787784321-0.11327089041833233j)
2792000.0,(0.9909162143593034-0.1133109651512424j)
2793000.0,(0.9909097476831883-0.11335103934127813j)
2794000.0,(0.990903278750149-0.11339111298825359j)
2795000.0,(0.9908968075602479-0.11343118609198284j)
2796000.0,(0.9908903341135475-0.11347125865228011j)
2797000.0,(0.9908838584101103-0.11351133066895944j)
2798000.0,(0.9908773804499982-0.11355140214183487j)
2799000.0,(0.9908709002332742-0.11359147307072061j)
2800000.0,(0.9908644177600001-0.11363154345543072j)
2801000.0,(0.9908579330302387-0.11367161329577946j)
2802000.0,(0.9908514460440525-0.11371168259158089j)
2803000.0,(0.990844956801504-0.11375175134264916j)
2804000.0,(0.9908384653026556-0.11379181954879848j)
2805000.0,(0.9908319715475697-0.113831887209843j)
2806000.0,(0.9908254755363093-0.11387195432559698j)
2807000.0,(0.9908189772689368-0.11391202089587452j)
2808000.0,(0.9908124767455143-0.11395208692048989j)
2809000.0,(0.9908059739661055-0.11399215239925732j)
2810000.0,(0.9907994689307718-0.11403221733199091j)
2811000.0,(0.9907929616395769-0.11407228171850502j)
2812000.0,(0.9907864520925825-0.11411234555861381j)
2813000.0,(0.9907799402898522-0.11415240885213164j)
2814000.0,(0.9907734262314483-0.11419247159887268j)
2815000.0,(0.9907669099174335-0.1142325337986512j)
2816000.0,(0.9907603913478709-0.11427259545128152j)
2817000.0,(0.9907538705228229-0.11431265655657788j)
2818000.0,(0.9907473474423524-0.1143527171143546j)
2819000.0,(0.9907408221065226-0.11439277712442604j)
2820000.0,(0.9907342945153959-0.11443283658660641j)
2821000.0,(0.9907277646690351-0.11447289550071013j)
2822000.0,(0.9907212325675036-0.11451295386655144j)
2823000.0,(0.9907146982108638-0.1145530116839447j)
2824000.0,(0.990708161599179-0.11459306895270437j)
2825000.0,(0.9907016227325117-0.11463312567264462j)
2826000.0,(0.9906950816109256-0.11467318184358004j)
2827000.0,(0.9906885382344828-0.11471323746532476j)
2828000.0,(0.990681992603247-0.1147532925376934j)
2829000.0,(0.990675444717281-0.11479334706050019j)
2830000.0,(0.9906688945766479-0.11483340103355963j)
2831000.0,(0.9906623421814109-0.1148734544566861j)
2832000.0,(0.9906557875316329-0.11491350732969405j)
2833000.0,(0.990649230627377-0.11495355965239785j)
2834000.0,(0.9906426714687065-0.11499361142461204j)
2835000.0,(0.9906361100556842-0.11503366264615088j)
2836000.0,(0.9906295463883737-0.1150737133168291j)
2837000.0,(0.9906229804668382-0.11511376343646096j)
2838000.0,(0.9906164122911406-0.11515381300486095j)
2839000.0,(0.9906098418613446-0.11519386202184372j)
2840000.0,(0.9906032691775131-0.11523391048722363j)
2841000.0,(0.9905966942397089-0.11527395840081511j)
2842000.0,(0.9905901170479964-0.11531400576243281j)
2843000.0,(0.9905835376024384-0.1153540525718913j)
2844000.0,(0.9905769559030981-0.11539409882900499j)
2845000.0,(0.9905703719500393-0.1154341445335885j)
2846000.0,(0.9905637857433248-0.11547418968545625j)
2847000.0,(0.9905571972830185-0.11551423428442294j)
2848000.0,(0.9905506065691835-0.11555427833030314j)
2849000.0,(0.9905440136018835-0.1155943218229113j)
2850000.0,(0.9905374183811819-0.11563436476206214j)
2851000.0,(0.9905308209071418-0.11567440714757009j)
2852000.0,(0.9905242211798275-0.11571444897925j)
2853000.0,(0.9905176191993021-0.1157544902569163j)
2854000.0,(0.9905110149656292-0.11579453098038366j)
2855000.0,(0.9905044084788723-0.11583457114946674j)
2856000.0,(0.9904977997390951-0.11587461076398016j)
2857000.0,(0.9904911887463608-0.11591464982373849j)
2858000.0,(0.9904845755007337-0.11595468832855653j)
2859000.0,(0.9904779600022772-0.11599472627824889j)
2860000.0,(0.9904713422510549-0.1160347636726303j)
2861000.0,(0.9904647222471301-0.1160748005115153j)
2862000.0,(0.9904580999905676-0.11611483679471876j)
2863000.0,(0.9904514754814302-0.11615487252205528j)
2864000.0,(0.9904448487197819-0.11619490769333962j)
2865000.0,(0.9904382197056868-0.1162349423083865j)
2866000.0,(0.9904315884392084-0.11627497636701063j)
2867000.0,(0.9904249549204104-0.11631500986902672j)
2868000.0,(0.9904183191493566-0.1163550428142496j)
2869000.0,(0.9904116811261114-0.116395075202494j)
2870000.0,(0.9904050408507383-0.1164351070335747j)
2871000.0,(0.9903983983233013-0.11647513830730644j)
2872000.0,(0.9903917535438644-0.11651516902350409j)
2873000.0,(0.9903851065124912-0.11655519918198234j)
2874000.0,(0.9903784572292461-0.11659522878255607j)
2875000.0,(0.9903718056941931-0.11663525782504014j)
2876000.0,(0.9903651519073958-0.11667528630924925j)
2877000.0,(0.9903584958689186-0.11671531423499835j)
2878000.0,(0.9903518375788252-0.11675534160210219j)
2879000.0,(0.9903451770371797-0.11679536841037562j)
2880000.0,(0.9903385142440467-0.11683539465963365j)
2881000.0,(0.99033184919949-0.11687542034969099j)
2882000.0,(0.9903251819035739-0.11691544548036267j)
2883000.0,(0.990318512356362-0.11695547005146342j)
2884000.0,(0.9903118405579191-0.11699549406280822j)
2885000.0,(0.990305166508309-0.11703551751421196j)
2886000.0,(0.9902984902075962-0.1170755404054896j)
2887000.0,(0.9902918116558448-0.11711556273645606j)
2888000.0,(0.9902851308531189-0.1171555845069262j)
2889000.0,(0.990278447799483-0.11719560571671506j)
2890000.0,(0.9902717624950016-0.11723562636563754j)
2891000.0,(0.9902650749397387-0.11727564645350864j)
2892000.0,(0.9902583851337586-0.1173156659801433j)
2893000.0,(0.9902516930771257-0.1173556849453565j)
2894000.0,(0.9902449987699048-0.11739570334896329j)
2895000.0,(0.9902383022121597-0.11743572119077861j)
2896000.0,(0.990231603403955-0.11747573847061749j)
2897000.0,(0.9902249023453555-0.11751575518829498j)
2898000.0,(0.9902181990364253-0.11755577134362602j)
2899000.0,(0.9902114934772289-0.11759578693642574j)
2900000.0,(0.9902047856678311-0.11763580196650918j)
2901000.0,(0.9901980756082959-0.11767581643369132j)
2902000.0,(0.9901913632986885-0.11771583033778733j)
2903000.0,(0.9901846487390729-0.11775584367861218j)
2904000.0,(0.9901779319295141-0.1177958564559811j)
2905000.0,(0.9901712128700765-0.11783586866970902j)
2906000.0,(0.9901644915608249-0.11787588031961117j)
2907000.0,(0.9901577680018236-0.11791589140550252j)
2908000.0,(0.9901510421931374-0.11795590192719838j)
2909000.0,(0.9901443141348315-0.11799591188451379j)
2910000.0,(0.99013758382697-0.11803592127726382j)
2911000.0,(0.9901308512696181-0.11807593010526374j)
2912000.0,(0.9901241164628399-0.11811593836832864j)
2913000.0,(0.9901173794067005-0.11815594606627364j)
2914000.0,(0.9901106401012653-0.11819595319891411j)
2915000.0,(0.9901038985465983-0.11823595976606505j)
2916000.0,(0.9900971547427646-0.11827596576754171j)
2917000.0,(0.9900904086898291-0.1183159712031593j)
2918000.0,(0.9900836603878566-0.11835597607273302j)
2919000.0,(0.990076909836912-0.11839598037607812j)
2920000.0,(0.9900701570370605-0.1184359841130099j)
2921000.0,(0.9900634019883667-0.11847598728334348j)
2922000.0,(0.9900566446908959-0.11851598988689416j)
2923000.0,(0.9900498851447125-0.11855599192347718j)
2924000.0,(0.9900431233498821-0.11859599339290793j)
2925000.0,(0.9900363593064694-0.1186359942950015j)
2926000.0,(0.9900295930145397-0.11867599462957334j)
2927000.0,(0.9900228244741577-0.11871599439643861j)
2928000.0,(0.9900160536853889-0.11875599359541282j)
2929000.0,(0.9900092806482982-0.1187959922263111j)
2930000.0,(0.9900025053629504-0.11883599028894878j)
2931000.0,(0.9899957278294114-0.11887598778314139j)
2932000.0,(0.9899889480477458-0.1189159847087041j)
2933000.0,(0.9899821660180188-0.1189559810654523j)
2934000.0,(0.989975381740296-0.11899597685320139j)
2935000.0,(0.989968595214642-0.1190359720717667j)
2936000.0,(0.9899618064411227-0.1190759667209637j)
2937000.0,(0.989955015419803-0.11911596080060764j)
2938000.0,(0.9899482221507483-0.119155954310514j)
2939000.0,(0.9899414266340237-0.11919594725049824j)
2940000.0,(0.9899346288696951-0.11923593962037576j)
2941000.0,(0.9899278288578273-0.11927593141996193j)
2942000.0,(0.9899210265984859-0.11931592264907226j)
2943000.0,(0.9899142220917359-0.11935591330752211j)
2944000.0,(0.9899074153376435-0.11939590339512707j)
2945000.0,(0.9899006063362735-0.1194358929117025j)
2946000.0,(0.9898937950876916-0.11947588185706393j)
2947000.0,(0.9898869815919634-0.11951587023102686j)
2948000.0,(0.9898801658491541-0.11955585803340674j)
2949000.0,(0.9898733478593293-0.11959584526401908j)
2950000.0,(0.9898665276225548-0.11963583192267946j)
2951000.0,(0.9898597051388957-0.1196758180092033j)
2952000.0,(0.9898528804084179-0.11971580352340623j)
2953000.0,(0.9898460534311868-0.11975578846510375j)
2954000.0,(0.9898392242072681-0.11979577283411137j)
2955000.0,(0.9898323927367279-0.11983575663024482j)
2956000.0,(0.9898255590196312-0.11987573985331945j)
2957000.0,(0.9898187230560438-0.11991572250315098j)
2958000.0,(0.9898118848460318-0.11995570457955496j)
2959000.0,(0.9898050443896604-0.11999568608234702j)
2960000.0,(0.989798201686996-0.12003566701134277j)
2961000.0,(0.9897913567381038-0.1200756473663578j)
2962000.0,(0.9897845095430498-0.12011562714720775j)
2963000.0,(0.9897776601018995-0.12015560635370826j)
2964000.0,(0.9897708084147191-0.12019558498567495j)
2965000.0,(0.9897639544815745-0.12023556304292353j)
2966000.0,(0.9897570983025312-0.12027554052526962j)
2967000.0,(0.9897502398776555-0.12031551743252897j)
2968000.0,(0.9897433792070129-0.12035549376451717j)
2969000.0,(0.9897365162906698-0.12039546952105001j)
2970000.0,(0.9897296511286916-0.12043544470194305j)
2971000.0,(0.9897227837211449-0.12047541930701221j)
2972000.0,(0.9897159140680952-0.12051539333607302j)
2973000.0,(0.9897090421696084-0.1205553667889413j)
2974000.0,(0.9897021680257512-0.12059533966543284j)
2975000.0,(0.9896952916365891-0.1206353119653634j)
2976000.0,(0.989688413002188-0.1206752836885485j)
2977000.0,(0.9896815321226147-0.12071525483480425j)
2978000.0,(0.9896746489979347-0.12075522540394622j)
2979000.0,(0.9896677636282144-0.12079519539579027j)
2980000.0,(0.9896608760135202-0.12083516481015219j)
2981000.0,(0.9896539861539178-0.12087513364684778j)
2982000.0,(0.9896470940494734-0.12091510190569286j)
2983000.0,(0.9896401997002539-0.12095506958650336j)
2984000.0,(0.9896333031063246-0.12099503668909493j)
2985000.0,(0.9896264042677523-0.1210350032132835j)
2986000.0,(0.9896195031846031-0.12107496915888497j)
2987000.0,(0.9896125998569436-0.12111493452571519j)
2988000.0,(0.98960569428484-0.12115489931359001j)
2989000.0,(0.9895987864683584-0.12119486352232539j)
2990000.0,(0.9895918764075651-0.12123482715173706j)
2991000.0,(0.9895849641025269-0.1212747902016411j)
2992000.0,(0.9895780495533102-0.12131475267185333j)
2993000.0,(0.9895711327599808-0.12135471456218969j)
2994000.0,(0.9895642137226057-0.1213946758724661j)
2995000.0,(0.9895572924412512-0.12143463660249858j)
2996000.0,(0.9895503689159839-0.121474596752103j)
2997000.0,(0.9895434431468703-0.12151455632109535j)
2998000.0,(0.9895365151339766-0.1215545153092916j)
2999000.0,(0.9895295848773698-0.12159447371650775j)
3000000.0,(0.9895226523771161-0.12163443154255979j)
3001000.0,(0.9895157176332824-0.12167438878726368j)
3002000.0,(0.9895087806459347-0.12171434545043537j)
3003000.0,(0.9895018414151403-0.12175430153189105j)
3004000.0,(0.9894948999409658-0.12179425703144674j)
3005000.0,(0.9894879562234773-0.12183421194891826j)
3006000.0,(0.9894810102627423-0.12187416628412187j)
3007000.0,(0.989474062058827-0.12191412003687359j)
3008000.0,(0.989467111611798-0.12195407320698935j)
3009000.0,(0.9894601589217226-0.12199402579428548j)
3010000.0,(0.9894532039886669-0.12203397779857782j)
3011000.0,(0.989446246812698-0.12207392921968259j)
3012000.0,(0.9894392873938831-0.12211388005741597j)
3013000.0,(0.9894323257322883-0.1221538303115938j)
3014000.0,(0.989425361827981-0.12219377998203251j)
3015000.0,(0.9894183956810277-0.12223372906854806j)
3016000.0,(0.9894114272914959-0.12227367757095671j)
3017000.0,(0.9894044566594516-0.12231362548907447j)
3018000.0,(0.9893974837849627-0.12235357282271762j)
3019000.0,(0.9893905086680955-0.12239351957170232j)
3020000.0,(0.9893835313089174-0.12243346573584475j)
3021000.0,(0.9893765517074947-0.12247341131496099j)
3022000.0,(0.9893695698638952-0.12251335630886742j)
3023000.0,(0.9893625857781855-0.12255330071738012j)
3024000.0,(0.9893555994504328-0.12259324454031538j)
3025000.0,(0.989348610880704-0.12263318777748934j)
3026000.0,(0.9893416200690668-0.12267313042871839j)
3027000.0,(0.9893346270155875-0.1227130724938187j)
3028000.0,(0.9893276317203336-0.12275301397260648j)
3029000.0,(0.9893206341833725-0.12279295486489812j)
3030000.0,(0.9893136344047712-0.12283289517050978j)
3031000.0,(0.9893066323845967-0.12287283488925786j)
3032000.0,(0.9892996281229164-0.12291277402095856j)
3033000.0,(0.9892926216197976-0.12295271256542825j)
3034000.0,(0.9892856128753075-0.1229926505224832j)
3035000.0,(0.9892786018895131-0.12303258789193978j)
3036000.0,(0.9892715886624822-0.12307252467361435j)
3037000.0,(0.9892645731942822-0.1231124608673232j)
3038000.0,(0.9892575554849795-0.12315239647288265j)
3039000.0,(0.9892505355346425-0.12319233149010916j)
3040000.0,(0.9892435133433379-0.12323226591881906j)
3041000.0,(0.9892364889111337-0.12327219975882878j)
3042000.0,(0.9892294622380969-0.12331213300995467j)
3043000.0,(0.9892224333242948-0.1233520656720131j)
3044000.0,(0.9892154021697958-0.12339199774482063j)
3045000.0,(0.9892083687746661-0.12343192922819346j)
3046000.0,(0.989201333138974-0.12347186012194823j)
3047000.0,(0.989194295262787-0.12351179042590132j)
3048000.0,(0.9891872551461723-0.12355172013986916j)
3049000.0,(0.9891802127891978-0.12359164926366817j)
3050000.0,(0.9891731681919309-0.12363157779711491j)
3051000.0,(0.9891661213544392-0.12367150574002582j)
3052000.0,(0.9891590722767906-0.12371143309221741j)
3053000.0,(0.9891520209590524-0.1237513598535062j)
3054000.0,(0.9891449674012924-0.12379128602370865j)
3055000.0,(0.9891379116035784-0.12383121160264132j)
3056000.0,(0.9891308535659782-0.12387113659012072j)
3057000.0,(0.989123793288559-0.1239110609859634j)
3058000.0,(0.9891167307713892-0.12395098478998594j)
3059000.0,(0.9891096660145362-0.12399090800200488j)
3060000.0,(0.989102599018068-0.12403083062183676j)
3061000.0,(0.989095529782052-0.12407075264929819j)
3062000.0,(0.9890884583065563-0.12411067408420572j)
3063000.0,(0.989081384591649-0.124150594926376j)
3064000.0,(0.9890743086373979-0.12419051517562572j)
3065000.0,(0.9890672304438706-0.12423043483177133j)
3066000.0,(0.9890601500111348-0.12427035389462948j)
3067000.0,(0.9890530673392594-0.12431027236401698j)
3068000.0,(0.9890459824283112-0.12435019023975022j)
3069000.0,(0.9890388952783592-0.12439010752164613j)
3070000.0,(0.9890318058894706-0.1244300242095212j)
3071000.0,(0.9890247142617139-0.12446994030319217j)
3072000.0,(0.9890176203951573-0.12450985580247573j)
3073000.0,(0.9890105242898682-0.1245497707071885j)
3074000.0,(0.9890034259459151-0.12458968501714732j)
3075000.0,(0.9889963253633659-0.12462959873216874j)
3076000.0,(0.9889892225422892-0.12466951185206976j)
3077000.0,(0.9889821174827523-0.12470942437666672j)
3078000.0,(0.9889750101848243-0.12474933630577673j)
3079000.0,(0.9889679006485724-0.12478924763921642j)
3080000.0,(0.9889607888740658-0.12482915837680246j)
3081000.0,(0.9889536748613722-0.12486906851835179j)
3082000.0,(0.9889465586105597-0.12490897806368102j)
3083000.0,(0.9889394401216969-0.12494888701260709j)
3084000.0,(0.9889323193948519-0.12498879536494673j)
3085000.0,(0.9889251964300931-0.12502870312051675j)
3086000.0,(0.9889180712274885-0.12506861027913402j)
3087000.0,(0.9889109437871071-0.12510851684061544j)
3088000.0,(0.9889038141090164-0.12514842280477761j)
3089000.0,(0.9888966821932859-0.12518832817143774j)
3090000.0,(0.988889548039983-0.12522823294041244j)
3091000.0,(0.9888824116491767-0.12526813711151863j)
3092000.0,(0.9888752730209349-0.12530804068457319j)
3093000.0,(0.9888681321553265-0.125347943659393j)
3094000.0,(0.98886098905242-0.1253878460357951j)
3095000.0,(0.9888538437122836-0.12542774781359614j)
3096000.0,(0.9888466961349861-0.12546764899261337j)
3097000.0,(0.9888395463205959-0.12550754957266347j)
3098000.0,(0.9888323942691818-0.12554744955356348j)
3099000.0,(0.9888252399808124-0.1255873489351304j)
3100000.0,(0.9888180834555557-0.12562724771718103j)
3101000.0,(0.9888109246934811-0.12566714589953254j)
3102000.0,(0.9888037636946566-0.12570704348200176j)
3103000.0,(0.9887966004591516-0.12574694046440585j)
3104000.0,(0.9887894349870341-0.12578683684656158j)
3105000.0,(0.9887822672783733-0.12582673262828617j)
3106000.0,(0.9887750973332372-0.12586662780939648j)
3107000.0,(0.9887679251516954-0.12590652238970967j)
3108000.0,(0.9887607507338163-0.12594641636904275j)
3109000.0,(0.9887535740796688-0.1259863097472127j)
3110000.0,(0.9887463951893215-0.12602620252403673j)
3111000.0,(0.9887392140628434-0.12606609469933175j)
3112000.0,(0.9887320307003032-0.1261059862729149j)
3113000.0,(0.9887248451017702-0.1261458772446033j)
3114000.0,(0.988717657267313-0.1261857676142141j)
3115000.0,(0.9887104671970003-0.1262256573815643j)
3116000.0,(0.988703274890901-0.12626554654647093j)
3117000.0,(0.9886960803490847-0.12630543510875142j)
3118000.0,(0.9886888835716199-0.12634532306822271j)
3119000.0,(0.9886816845585753-0.12638521042470197j)
3120000.0,(0.9886744833100205-0.12642509717800635j)
3121000.0,(0.9886672798260244-0.12646498332795308j)
3122000.0,(0.9886600741066559-0.1265048688743593j)
3123000.0,(0.9886528661519841-0.12654475381704225j)
3124000.0,(0.988645655962078-0.12658463815581897j)
3125000.0,(0.9886384435370071-0.12662452189050685j)
3126000.0,(0.9886312288768401-0.12666440502092308j)
3127000.0,(0.9886240119816465-0.12670428754688487j)
3128000.0,(0.9886167928514952-0.12674416946820938j)
3129000.0,(0.9886095714864556-0.12678405078471397j)
3130000.0,(0.9886023478865966-0.12682393149621585j)
3131000.0,(0.988595122051988-0.1268638116025323j)
3132000.0,(0.9885878939826986-0.1269036911034806j)
3133000.0,(0.9885806636787977-0.12694356999887801j)
3134000.0,(0.9885734311403549-0.1269834482885419j)
3135000.0,(0.988566196367439-0.1270233259722895j)
3136000.0,(0.98855895936012-0.12706320304993815j)
3137000.0,(0.9885517201184668-0.12710307952130523j)
3138000.0,(0.9885444786425488-0.12714295538620804j)
3139000.0,(0.9885372349324357-0.12718283064446395j)
3140000.0,(0.9885299889881967-0.1272227052958903j)
3141000.0,(0.9885227408099011-0.1272625793403044j)
3142000.0,(0.9885154903976188-0.12730245277752378j)
3143000.0,(0.9885082377514185-0.12734232560736564j)
3144000.0,(0.9885009828713706-0.12738219782964755j)
3145000.0,(0.9884937257575445-0.1274220694441869j)
3146000.0,(0.9884864664100089-0.12746194045080095j)
3147000.0,(0.9884792048288344-0.12750181084930728j)
3148000.0,(0.9884719410140896-0.12754168063952326j)
3149000.0,(0.9884646749658451-0.12758154982126646j)
3150000.0,(0.9884574066841697-0.12762141839435415j)
3151000.0,(0.9884501361691336-0.12766128635860394j)
3152000.0,(0.9884428634208065-0.12770115371383325j)
3153000.0,(0.9884355884392574-0.1277410204598596j)
3154000.0,(0.9884283112245565-0.12778088659650044j)
3155000.0,(0.9884210317767737-0.12782075212357338j)
3156000.0,(0.9884137500959783-0.1278606170408958j)
3157000.0,(0.9884064661822404-0.12790048134828536j)
3158000.0,(0.9883991800356295-0.12794034504555948j)
3159000.0,(0.9883918916562158-0.12798020813253577j)
3160000.0,(0.9883846010440686-0.12802007060903178j)
3161000.0,(0.9883773081992581-0.12805993247486513j)
3162000.0,(0.9883700131218542-0.1280997937298534j)
3163000.0,(0.9883627158119268-0.12813965437381403j)
3164000.0,(0.9883554162695455-0.1281795144065648j)
3165000.0,(0.9883481144947805-0.12821937382792323j)
3166000.0,(0.9883408104877017-0.12825923263770697j)
3167000.0,(0.9883335042483792-0.12829909083573365j)
3168000.0,(0.9883261957768825-0.12833894842182084j)
3169000.0,(0.9883188850732819-0.12837880539578625j)
3170000.0,(0.9883115721376475-0.12841866175744757j)
3171000.0,(0.9883042569700495-0.12845851750662238j)
3172000.0,(0.988296939570558-0.12849837264312852j)
3173000.0,(0.9882896199392424-0.12853822716678348j)
3174000.0,(0.9882822980761735-0.1285780810774051j)
3175000.0,(0.988274973981421-0.128617934374811j)
3176000.0,(0.9882676476550555-0.12865778705881897j)
3177000.0,(0.9882603190971467-0.12869763912924678j)
3178000.0,(0.9882529883077653-0.128737490585912j)
3179000.0,(0.988245655286981-0.1287773414286325j)
3180000.0,(0.988238320034864-0.12881719165722597j)
3181000.0,(0.9882309825514852-0.12885704127151038j)
3182000.0,(0.9882236428369144-0.1288968902713033j)
3183000.0,(0.9882163008912218-0.12893673865642255j)
3184000.0,(0.9882089567144781-0.12897658642668602j)
3185000.0,(0.9882016103067531-0.1290164335819115j)
3186000.0,(0.9881942616681179-0.12905628012191675j)
3187000.0,(0.9881869107986421-0.1290961260465196j)
3188000.0,(0.9881795576983965-0.12913597135553795j)
3189000.0,(0.9881722023674514-0.12917581604878967j)
3190000.0,(0.9881648448058774-0.1292156601260925j)
3191000.0,(0.9881574850137447-0.12925550358726443j)
3192000.0,(0.9881501229911236-0.12929534643212323j)
3193000.0,(0.9881427587380853-0.12933518866048702j)
3194000.0,(0.9881353922546998-0.12937503027217342j)
3195000.0,(0.9881280235410376-0.1294148712670004j)
3196000.0,(0.9881206525971694-0.12945471164478606j)
3197000.0,(0.9881132794231657-0.12949455140534824j)
3198000.0,(0.9881059040190973-0.12953439054850477j)
3199000.0,(0.9880985263850344-0.12957422907407373j)
3200000.0,(0.9880911465210482-0.12961406698187306j)
3201000.0,(0.9880837644272089-0.12965390427172072j)
3202000.0,(0.9880763801035872-0.12969374094343467j)
3203000.0,(0.988068993550254-0.1297335769968329j)
3204000.0,(0.98806160476728-0.12977341243173346j)
3205000.0,(0.9880542137547358-0.12981324724795443j)
3206000.0,(0.9880468205126924-0.12985308144531368j)
3207000.0,(0.9880394250412201-0.1298929150236293j)
3208000.0,(0.9880320273403902-0.12993274798271937j)
3209000.0,(0.9880246274102731-0.12997258032240191j)
3210000.0,(0.9880172252509398-0.13001241204249492j)
3211000.0,(0.9880098208624613-0.1300522431428166j)
3212000.0,(0.9880024142449083-0.13009207362318498j)
3213000.0,(0.9879950053983519-0.13013190348341824j)
3214000.0,(0.9879875943228629-0.1301717327233343j)
3215000.0,(0.9879801810185119-0.13021156134275136j)
3216000.0,(0.9879727654853706-0.1302513893414876j)
3217000.0,(0.9879653477235093-0.13029121671936117j)
3218000.0,(0.9879579277329992-0.1303310434761901j)
3219000.0,(0.9879505055139117-0.13037086961179264j)
3220000.0,(0.987943081066317-0.13041069512598688j)
3221000.0,(0.9879356543902871-0.1304505200185911j)
3222000.0,(0.9879282254858923-0.13049034428942338j)
3223000.0,(0.987920794353204-0.13053016793830194j)
3224000.0,(0.9879133609922934-0.130569990965045j)
3225000.0,(0.9879059254032316-0.13060981336947086j)
3226000.0,(0.9878984875860902-0.13064963515139771j)
3227000.0,(0.9878910475409391-0.13068945631064363j)
3228000.0,(0.9878836052678509-0.1307292768470271j)
3229000.0,(0.9878761607668961-0.13076909676036622j)
3230000.0,(0.9878687140381459-0.13080891605047928j)
3231000.0,(0.9878612650816719-0.13084873471718464j)
3232000.0,(0.987853813897545-0.1308885527603004j)
3233000.0,(0.9878463604858366-0.13092837017964512j)
3234000.0,(0.9878389048466186-0.13096818697503698j)
3235000.0,(0.9878314469799616-0.13100800314629427j)
3236000.0,(0.9878239868859373-0.13104781869323537j)
3237000.0,(0.9878165245646168-0.13108763361567857j)
3238000.0,(0.9878090600160717-0.13112744791344225j)
3239000.0,(0.9878015932403735-0.13116726158634473j)
3240000.0,(0.9877941242375937-0.13120707463420447j)
3241000.0,(0.9877866530078038-0.1312468870568399j)
3242000.0,(0.9877791795510745-0.13128669885406918j)
3243000.0,(0.9877717038674783-0.13132651002571083j)
3244000.0,(0.987764225957086-0.13136632057158334j)
3245000.0,(0.9877567458199695-0.13140613049150499j)
3246000.0,(0.9877492634562006-0.13144593978529437j)
3247000.0,(0.9877417788658504-0.13148574845276978j)
3248000.0,(0.9877342920489907-0.13152555649374978j)
3249000.0,(0.987726803005693-0.13156536390805276j)
3250000.0,(0.9877193117360292-0.13160517069549724j)
3251000.0,(0.9877118182400707-0.13164497685590165j)
3252000.0,(0.9877043225178896-0.1316847823890846j)
3253000.0,(0.9876968245695569-0.13172458729486444j)
3254000.0,(0.9876893243951449-0.13176439157305972j)
3255000.0,(0.9876818219947249-0.131804195223489j)
3256000.0,(0.987674317368369-0.1318439982459709j)
3257000.0,(0.9876668105161489-0.1318838006403238j)
3258000.0,(0.9876593014381365-0.13192360240636636j)
3259000.0,(0.9876517901344035-0.13196340354391706j)
3260000.0,(0.9876442766050216-0.13200320405279464j)
3261000.0,(0.9876367608500631-0.1320430039328176j)
3262000.0,(0.9876292428695992-0.13208280318380441j)
3263000.0,(0.9876217226637024-0.1321226018055738j)
3264000.0,(0.9876142002324444-0.13216239979794445j)
3265000.0,(0.9876066755758972-0.13220219716073484j)
3266000.0,(0.9875991486941327-0.1322419938937637j)
3267000.0,(0.9875916195872226-0.13228178999684964j)
3268000.0,(0.9875840882552396-0.1323215854698114j)
3269000.0,(0.9875765546982551-0.13236138031246752j)
3270000.0,(0.9875690189163413-0.1324011745246367j)
3271000.0,(0.9875614809095705-0.13244096810613779j)
3272000.0,(0.9875539406780145-0.13248076105678933j)
3273000.0,(0.9875463982217454-0.13252055337641006j)
3274000.0,(0.9875388535408358-0.13256034506481873j)
3275000.0,(0.9875313066353569-0.13260013612183397j)
3276000.0,(0.9875237575053818-0.1326399265472747j)
3277000.0,(0.9875162061509823-0.1326797163409596j)
3278000.0,(0.9875086525722304-0.13271950550270728j)
3279000.0,(0.9875010967691986-0.13275929403233674j)
3280000.0,(0.9874935387419591-0.13279908192966663j)
3281000.0,(0.9874859784905843-0.13283886919451582j)
3282000.0,(0.987478416015146-0.13287865582670305j)
3283000.0,(0.9874708513157169-0.13291844182604706j)
3284000.0,(0.9874632843923693-0.13295822719236694j)
3285000.0,(0.9874557152451758-0.13299801192548133j)
3286000.0,(0.9874481438742079-0.133037796025209j)
3287000.0,(0.9874405702795387-0.13307757949136892j)
3288000.0,(0.9874329944612406-0.13311736232378002j)
3289000.0,(0.9874254164193854-0.133157144522261j)
3290000.0,(0.9874178361540462-0.1331969260866308j)
3291000.0,(0.9874102536652953-0.13323670701670845j)
3292000.0,(0.9874026689532052-0.13327648731231276j)
3293000.0,(0.9873950820178482-0.13331626697326265j)
3294000.0,(0.987387492859297-0.13335604599937703j)
3295000.0,(0.9873799014776242-0.13339582439047493j)
3296000.0,(0.987372307872902-0.13343560214637518j)
3297000.0,(0.9873647120452035-0.13347537926689673j)
3298000.0,(0.9873571139946008-0.13351515575185868j)
3299000.0,(0.9873495137211669-0.1335549316010799j)
3300000.0,(0.9873419112249741-0.1335947068143794j)
3301000.0,(0.9873343065060957-0.1336344813915763j)
3302000.0,(0.9873266995646034-0.13367425533248942j)
3303000.0,(0.9873190904005708-0.1337140286369379j)
3304000.0,(0.9873114790140702-0.1337538013047408j)
3305000.0,(0.9873038654051743-0.13379357333571704j)
3306000.0,(0.987296249573956-0.1338333447296857j)
3307000.0,(0.9872886315204881-0.1338731154864659j)
